"자치구","행정동명","평균자외선지수","평균노인체감온도","폭염시간합계","온열질환환자수","무더위쉼터개수","노인대비쉼터수","인구당보건인력","도시화면적비율","재정자립도","RGDP","단독연립대세대주택","인구당소방인력"
"동대문구","답십리1동",6.619402985,28.65671642,152,9,4,0.000883977900552486,0.000395076104133744,0.9752,21.6,7711273,55655,0.000805004693385297
"동대문구","이문1동",6.529850746,28.07960199,14,9,3,0.000890471950133571,0.000395076104133744,0.9752,21.6,7711273,55655,0.000805004693385297
"동대문구","용신동",6.597014925,28.07960199,14,9,3,0.00043757292882147,0.000395076104133744,0.9752,21.6,7711273,55655,0.000805004693385297
"동대문구","장안1동",6.529850746,28.07960199,14,9,5,0.000674399784192069,0.000395076104133744,0.9752,21.6,7711273,55655,0.000805004693385297
"동대문구","전농2동",6.589552239,28.07960199,14,9,6,0.0014695077149155,0.000395076104133744,0.9752,21.6,7711273,55655,0.000805004693385297
"동대문구","청량리동",6.73880597,28.21641791,98,9,6,0.00102546573235344,0.000395076104133744,0.9752,21.6,7711273,55655,0.000805004693385297
"동작구","상도4동",6.723880597,28.55970149,97,5,7,0.0011959678797198,0.000735688236345101,0.8644,28.4,6712864,67111,0.000620080084919442
"동작구","노량진2동",6.597014925,28.14179104,115,5,3,0.00163487738419619,0.000735688236345101,0.8644,28.4,6712864,67111,0.000620080084919442
"동작구","사당4동",6.626865672,28.48258706,64,5,4,0.00131665569453588,0.000735688236345101,0.8644,28.4,6712864,67111,0.000620080084919442
"동작구","신대방1동",6.731343284,28.6641791,115,5,2,0.000440431622990531,0.000735688236345101,0.8644,28.4,6712864,67111,0.000620080084919442
"동작구","흑석동",6.645522388,28.2960199,41,5,1,0.000184162062615101,0.000735688236345101,0.8644,28.4,6712864,67111,0.000620080084919442
"동작구","신대방2동",6.708955224,28.55970149,97,5,2,0.000544662309368192,0.000735688236345101,0.8644,28.4,6712864,67111,0.000620080084919442
"동작구","사당1동",6.537313433,28.79850746,69,5,4,0.0009678199854827,0.000735688236345101,0.8644,28.4,6712864,67111,0.000620080084919442
"동작구","상도3동",6.731343284,28.55970149,97,5,3,0.0005941770647653,0.000735688236345101,0.8644,28.4,6712864,67111,0.000620080084919442
"동작구","노량진1동",6.597014925,28.14179104,115,5,5,0.000785175879396985,0.000735688236345101,0.8644,28.4,6712864,67111,0.000620080084919442
"동작구","대방동",6.652985075,28.56218905,112,5,8,0.00132318888521336,0.000735688236345101,0.8644,28.4,6712864,67111,0.000620080084919442
"동작구","사당3동",6.626865672,28.48258706,64,5,5,0.000992654357752631,0.000735688236345101,0.8644,28.4,6712864,67111,0.000620080084919442
