"행정동명","자치구","폭염취약성지수","노인대비쉼터수","scaled_취약성지수","scaled_역비례_쉼터개수","우선순위지수"
"성수2가3동","성동구",0.0527258893777899,0.00209095661265029,0.491651102725514,0.741630491602082,0.550107058294783
"신촌동","서대문구",0.0338546598353176,0.00135196034249662,0.460379606680661,0.832944726374983,0.547501389726
"성북동","성북구",0.0732762212528723,0.00309789343246592,0.525705037605893,0.617208124562255,0.547102403243159
"신월6동","양천구",0.0319956434448561,0.00134831460674157,0.457299032435576,0.833395212506107,0.545246529590353
"천연동","서대문구",0.0517538375286798,0.00229687051392478,0.490040316555677,0.716186695627208,0.542923087197555
"목2동","양천구",0.0614995822941242,0.00290697674418605,0.506189980688627,0.640798786653185,0.537667321344828
"가산동","금천구",0.029244060452722,0.00156690692572861,0.452739386946556,0.806384805090404,0.535436928304656
"왕십리2동","성동구",0.054332811978699,0.0027972027972028,0.494313932598131,0.654363028276071,0.531740309500233
"성수1가2동","성동구",0.0546650367770883,0.0028169014084507,0.494864461987085,0.651928965094918,0.531592912506317
"서강동","마포구",0.0254977586288053,0.0016629711751663,0.446531393852848,0.794514605225103,0.527904867218976
"송정동","성동구",0.0652749373411908,0.00350175087543772,0.512446117850042,0.567305391826348,0.525274580614645
"목5동","양천구",-0.00292814315627337,0.000544069640914037,0.399426859766036,0.932771916544448,0.524145921934488
"안암동","성북구",0.0511062825874576,0.00311526479750779,0.488967253894991,0.615061628064472,0.518453553413971
"세곡동","강남구",-0.011136687317957,0.000390421655387819,0.38582448925232,0.951757463277731,0.518164011056451
"남영동","용산구",0.0353842526495758,0.00248138957816377,0.462914293439341,0.693386557341677,0.516808642406152
"후암동","용산구",0.00577040949714137,0.00125509883903357,0.413841222872848,0.844913439107243,0.514644486824288
"이촌1동","용산구",-0.0150283064932414,0.000433369447453954,0.379375690917581,0.946450610014603,0.511982248698832
"성수1가1동","성동구",0.0383521848462634,0.00309238500193274,0.467832450983937,0.617888774978572,0.5029220871645
"압구정동","강남구",-0.0247055894309639,0.000364431486880466,0.363339474812487,0.954968944099379,0.50168794476247
"이촌2동","용산구",-0.0105044557710537,0.00106609808102345,0.386872159531245,0.868267358857885,0.499443105918319
"대흥동","마포구",0.0307586845873315,0.00294406280667321,0.455249269120808,0.636216239279771,0.497567146665269
