"행정동명","자치구.x","평균자외선지수","평균노인체감온도","폭염시간합계","온열질환환자수","등록인구수","노인인구수","노인인구비율","독거노인수","독거노인비율","기초생활수급자수","기초생활수급자비율","저소득노인수","저소득노인비율","장애인구수","장애인구비율","인구밀도","단독연립다세대주택","무더위쉼터개수","노인대비쉼터수.x","인구당보건인력","인구당소방인력","도시화면적비율","하천변조경비율","녹지비율","재정자립도","RGDP","면적.km.","하천변조경.km.","녹지면적.km.","위도.x","경도.x","위도.y","경도.y","자치구.y","폭염취약성지수","노인대비쉼터수.y","scaled_취약성지수","scaled_역비례_쉼터개수","우선순위지수"
"동화동","중구",6.71641791,28.10696517,62,5,10047,2198,0.218771772668458,354,0.0352343983278591,231,0.022991937891908,17,0.00169204737732657,424,0.0422016522344979,38642.3076923077,25849,7,0.00318471337579618,0.00183498426563265,0.00229995765420925,0.9989,0,0.0234833333333333,53.6,61342710,0.26,0,0.00610566666666667,37.5605941243238,127.018671070255,37.5605941243238,127.018671070255,"중구",-0.188659900544393,0.00318471337579618,0.0916509459871197,0.60648019939075,0.212040215270367
"둔촌2동","강동구",6.537313433,28.07960199,71,7,24123,4755,0.19711478671807,908,0.0376404261493181,549,0.0227583633876384,36,0.00149235169755006,908,0.0376404261493181,15463.4615384615,56170,15,0.00315457413249211,0.000495579991609918,0.000652078936328839,0.5549,0.00301342147435897,0.0108291666666667,21.9,9364063,1.56,0.0047009375,0.0168935,37.5315144311926,127.147413644704,37.5315144311926,127.147413644704,"강동구",0.102978059655209,0.00315457413249211,0.574923925015062,0.610204361541627,0.583174011709528
"등촌1동","강서구",6.611940299,28.28606965,21,12,25313,3384,0.133686248172876,835,0.0329870027258721,267,0.0105479397937819,10,0.000395053924860744,739,0.0291944850472089,39551.5625,111298,3,0.000886524822695035,0.000270571327169929,0.00055695526436927,0.4576,0,0.07966265625,19.4,18347568,0.64,0,0.0509841,37.5558562949976,126.859633418708,37.5558562949976,126.859633418708,"강서구",0.162896734881275,0.000886524822695035,0.674215103214532,0.8904563675609,0.72478163110982
"등촌2동","강서구",6.71641791,28.55970149,97,12,19310,3691,0.191144484722941,604,0.031279129984464,450,0.0233039875712066,18,0.000932159502848265,711,0.0368203003625065,20989.1304347826,111298,3,0.000812787862367922,0.000270571327169929,0.00055695526436927,0.4576,0,0.0554175,19.4,18347568,0.92,0,0.0509841,37.5457353384538,126.860025327575,37.5457353384538,126.860025327575,"강서구",0.213983049268345,0.000812787862367922,0.758870184893543,0.899567691093494,0.791771326095998
"등촌3동","강서구",6.76119403,28.40547264,62,12,29305,7795,0.265995563896946,3055,0.104248421771029,5326,0.181743729738952,60,0.00204743217880908,3647,0.124449752601945,37094.9367088608,111298,12,0.00153944836433611,0.000270571327169929,0.00055695526436927,0.4576,0,0.064536835443038,19.4,18347568,0.79,0,0.0509841,37.5610548519021,126.846338816642,37.5610548519021,126.846338816642,"강서구",0.296353389912007,0.00153944836433611,0.895365995929816,0.809777728198121,0.87535176996399
"마장동","성동구",6.73880597,28.21641791,98,5,21984,4271,0.194277656477438,1070,0.0486717612809316,854,0.0388464337700146,21,0.000955240174672489,1009,0.0458970160116448,20937.1428571429,54769,10,0.00234137204401779,0.000516014234875445,0.000811387900355872,0.7398,0,0.00771375,30.2,13999893,1.05,0,0.0080994375,37.5676366836747,127.040490239927,37.5676366836747,127.040490239927,"성동구",0.0720311970283678,0.00234137204401779,0.52364190917938,0.710687854387019,0.567381313102271
"마천1동","송파구",6.641791045,28.48258706,64,18,17610,4585,0.260363429869392,1847,0.10488358886996,1669,0.0947756956274844,17,0.000965360590573538,1205,0.0684270300965361,30362.0689655172,100543,5,0.00109051254089422,0.000283848992336077,0.000490284623125952,0.6879,0.0044294380587484,0.0376874840357599,31.9,31834324,0.58,0.00256907407407407,0.0218587407407407,37.4947834805966,127.155724566299,37.4947834805966,127.155724566299,"송파구",0.249944787058758,0.00109051254089422,0.818462345465163,0.865250580816462,0.829403451526554
"마천2동","송파구",6.552238806,28.65671642,152,18,17378,4547,0.26165266428818,1691,0.0973069398089538,1456,0.0837840948325469,16,0.000920704338819197,1182,0.0680170330302682,19525.8426966292,100543,8,0.00175940180338685,0.000283848992336077,0.000490284623125952,0.6879,0.0028866000832293,0.0245603828547649,31.9,31834324,0.89,0.00256907407407407,0.0218587407407407,37.5003285053132,127.15145766318,37.5003285053132,127.15145766318,"송파구",0.258395637553754,0.00175940180338685,0.83246624156717,0.782599133685851,0.820805162404689
"망우3동","중랑구",6.649253731,28.28358209,83,11,15937,3848,0.241450712179206,1271,0.0797515216163644,1980,0.124239191817783,16,0.0010039530651942,945,0.0592959779130326,17322.8260869565,63613,3,0.00077962577962578,0.000537218609044997,0.000633243191338064,0.6044,0.0114014492753623,0.0160588405797101,15.4,4860242,0.92,0.0104893333333333,0.0147741333333333,37.5918077752346,127.102939535901,37.5918077752346,127.102939535901,"중랑구",0.228002563640904,0.00077962577962578,0.782101908468603,0.903665371056675,0.810528685571429
"망우본동","중랑구",6.649253731,28.28358209,83,11,38596,7706,0.199657995647217,2289,0.0593066639029951,2776,0.0719245517670225,39,0.0010104674059488,1940,0.0502642760907866,12737.9537953795,63613,5,0.000648845055800675,0.000537218609044997,0.000633243191338064,0.6044,0.00346182618261826,0.00487595159515952,15.4,4860242,3.03,0.0104893333333333,0.0147741333333333,37.6019866784731,127.107535871775,37.6019866784731,127.107535871775,"중랑구",0.206491485583122,0.000648845055800675,0.746455922027154,0.919825319626717,0.786997159641568
"망원1동","마포구",6.470149254,28.79850746,69,6,19212,3604,0.187591088902769,902,0.0469498230272746,686,0.0357068498854882,18,0.000936914428482199,753,0.0391942535915053,16852.6315789474,60697,3,0.000832408435072142,0.000515579835343546,0.000861128022861029,0.6009,0.00123256578947368,0.0292457236842105,28,21399314,1.14,0.001405125,0.033340125,37.5527526391622,126.900206031347,37.5527526391622,126.900206031347,"마포구",0.0411988003938906,0.000832408435072142,0.472549574827855,0.897143270761955,0.571837881500094
"망원2동","마포구",6.634328358,28.04975124,69,6,17879,3389,0.18955198836624,720,0.0402707086526092,505,0.0282454275966217,18,0.00100676771631523,760,0.0425079702444208,26685.0746268657,60697,3,0.000885216878135143,0.000515579835343546,0.000861128022861029,0.6009,0.00209720149253731,0.0497613805970149,28,21399314,0.67,0.001405125,0.033340125,37.5571202585927,126.895679760727,37.5571202585927,126.895679760727,"마포구",0.0618882420417832,0.000885216878135143,0.506834028376901,0.890617984014779,0.596579258812854
"면목2동","중랑구",6.671641791,28.58457711,112,11,23726,5258,0.221613419876928,1643,0.0692489252297058,1748,0.0736744499704965,28,0.00118013993087752,1245,0.0524740790693754,30812.987012987,63613,4,0.000760745530620008,0.000537218609044997,0.000633243191338064,0.6044,0.0136225108225108,0.0191871861471861,15.4,4860242,0.77,0.0104893333333333,0.0147741333333333,37.589377909049,127.07814374966,37.589377909049,127.07814374966,"중랑구",0.229395369087167,0.000760745530620008,0.784409925013367,0.905998313129476,0.812842530778972
"면목4동","중랑구",6.649253731,28.28358209,83,11,18303,4218,0.230454023930503,1213,0.0662732885319346,1794,0.0980167185707261,22,0.00120198874501448,1255,0.0685679943178714,21037.9310344828,63613,5,0.00118539592223803,0.000537218609044997,0.000633243191338064,0.6044,0.0120567049808429,0.0169817624521073,15.4,4860242,0.87,0.0104893333333333,0.0147741333333333,37.5734775293215,127.08647489677,37.5734775293215,127.08647489677,"중랑구",0.223260791900894,0.00118539592223803,0.774244323149131,0.853526295173892,0.792783865368798
"면목5동","중랑구",6.649253731,28.28358209,83,11,14520,2657,0.182988980716253,630,0.0433884297520661,789,0.0543388429752066,8,0.000550964187327824,654,0.0450413223140496,20742.8571428571,63613,3,0.0011290929619872,0.000537218609044997,0.000633243191338064,0.6044,0.0149847619047619,0.0211059047619048,15.4,4860242,0.7,0.0104893333333333,0.0147741333333333,37.5829724434855,127.079665629772,37.5829724434855,127.079665629772,"중랑구",0.191270284739527,0.0011290929619872,0.721232884974528,0.86048338269706,0.753795653226939
"면목7동","중랑구",6.76119403,28.40547264,62,11,21427,4888,0.228123395715686,1191,0.0555840761655855,1148,0.0535772623325711,21,0.000980071871937275,1002,0.04676342931815,17855.8333333333,63613,4,0.000818330605564648,0.000537218609044997,0.000633243191338064,0.6044,0.00874111111111111,0.0123117777777778,15.4,4860242,1.2,0.0104893333333333,0.0147741333333333,37.5772948930163,127.092691294973,37.5772948930163,127.092691294973,"중랑구",0.215146333097955,0.000818330605564648,0.760797861391506,0.898882800825447,0.793088071878905
"면목본동","중랑구",6.649253731,28.28358209,83,11,33318,6869,0.206164835824479,2187,0.0656401944894651,2651,0.0795666006362927,33,0.000990455609580407,1629,0.048892490545651,39664.2857142857,63613,5,0.000727907992429757,0.000537218609044997,0.000633243191338064,0.6044,0.0124873015873016,0.017588253968254,15.4,4860242,0.84,0.0104893333333333,0.0147741333333333,37.5883405644645,127.089530518851,37.5883405644645,127.089530518851,"중랑구",0.215513331345717,0.000727907992429757,0.761406013829455,0.910055890674549,0.79616676204668
"명동","중구",6.731343284,28.10696517,62,5,3355,773,0.230402384500745,199,0.0593144560357675,77,0.0229508196721311,29.4725,0.00141281750443743,99,0.0295081967213115,3388.88888888889,25849,2,0.00258732212160414,0.00183498426563265,0.00229995765420925,0.9989,0,0.00616734006734007,53.6,61342710,0.99,0,0.00610566666666667,37.5637279542006,126.984355523432,37.5637279542006,126.984355523432,"중구",-0.195311038875777,0.00258732212160414,0.0806293511538033,0.680296979582654,0.220857489166712
"명일1동","강동구",6.671641791,28.58457711,112,7,25139,4737,0.188432316321254,823,0.0327379768487211,404,0.0160706472015593,21,0.00083535542384343,797,0.0317037272763435,41211.4754098361,56170,12,0.00253324889170361,0.000495579991609918,0.000652078936328839,0.5549,0.00770645491803279,0.027694262295082,21.9,9364063,0.61,0.0047009375,0.0168935,37.550371329679,127.145940598337,37.550371329679,127.145940598337,"강동구",0.130915004591426,0.00253324889170361,0.62121820918515,0.686978549990363,0.636595811225083
"명일2동","강동구",6.619402985,28.21890547,107,7,16915,3043,0.179899497487437,372,0.0219923145137452,179,0.010582323381614,8,0.000472953000295596,448,0.0264853680165534,17438.1443298969,56170,10,0.00328623069339468,0.000495579991609918,0.000652078936328839,0.5549,0.00484632731958763,0.0174159793814433,21.9,9364063,0.97,0.0047009375,0.0168935,37.5482885833736,127.154204773143,37.5482885833736,127.154204773143,"강동구",0.105809171987623,0.00328623069339468,0.579615358496191,0.59393618997271,0.582964186142616
"목1동","양천구",6.52238806,28.60696517,152,1,30299,3805,0.125581702366415,586,0.0193405722961154,386,0.0127396943793525,16,0.000528070233341034,689,0.0227400244232483,21488.6524822695,97368,2,0.000525624178712221,0.000460441706492228,0.000630555637462263,0.7714,0.000518203309692671,0.00971780929866036,21.6,7356067,1.41,0.000730666666666667,0.0137021111111111,37.527444379233,126.87509872142,37.527444379233,126.87509872142,"양천구",0.0309285924565579,0.000525624178712221,0.455530823284968,0.935051134091299,0.567663339925762
"목2동","양천구",6.73880597,28.21641791,98,1,28766,4816,0.167419870680665,1001,0.0347980254467079,1076,0.0374052701105472,28,0.000973371341166655,1038,0.0360842661475353,27928.1553398058,97368,14,0.00290697674418605,0.000460441706492228,0.000630555637462263,0.7714,0.000709385113268608,0.0133030204962244,21.6,7356067,1.03,0.000730666666666667,0.0137021111111111,37.5435937356103,126.874098407563,37.5435937356103,126.874098407563,"양천구",0.0614995822941242,0.00290697674418605,0.506189980688627,0.640798786653185,0.537667321344828
"목3동","양천구",6.634328358,28.04975124,69,1,21234,3982,0.187529433926721,917,0.0431854572854855,1109,0.0522275595742677,20,0.000941885655081473,904,0.0425732316096826,40064.1509433962,97368,4,0.00100452034153692,0.000460441706492228,0.000630555637462263,0.7714,0.00137861635220126,0.0258530398322851,21.6,7356067,0.53,0.000730666666666667,0.0137021111111111,37.5452003086196,126.865412266733,37.5452003086196,126.865412266733,"양천구",0.0539223050795849,0.00100452034153692,0.493633682016518,0.875876225624003,0.58301846388282
"목4동","양천구",6.753731343,28.40547264,62,1,24332,3694,0.151816537892487,879,0.0361252671379254,1034,0.04249547920434,25,0.00102745355909913,828,0.0340292618773631,42687.7192982456,97368,2,0.000541418516513265,0.000460441706492228,0.000630555637462263,0.7714,0.00128187134502924,0.0240387914230019,21.6,7356067,0.57,0.000730666666666667,0.0137021111111111,37.5354366015795,126.866895905532,37.5354366015795,126.866895905532,"양천구",0.0587034669302084,0.000541418516513265,0.501556540649818,0.933099503307361,0.602469885404798
"목5동","양천구",6.611940299,28.28606965,21,1,40773,5514,0.135236553601648,621,0.0152306673533956,46,0.00112819758173301,3,7.35781031565006e-05,721,0.0176832707919456,22526.5193370166,97368,3,0.000544069640914037,0.000460441706492228,0.000630555637462263,0.7714,0.000403683241252302,0.00757022713321056,21.6,7356067,1.81,0.000730666666666667,0.0137021111111111,37.5363113078188,126.881027256432,37.5363113078188,126.881027256432,"양천구",-0.00292814315627337,0.000544069640914037,0.399426859766036,0.932771916544448,0.524145921934488
"무악동","종로구",6.514925373,28.79850746,69,2,7906,1544,0.195294712876296,436,0.0551479888692133,216,0.0273210220086011,32,0.00404755881608905,322,0.040728560586896,21961.1111111111,32325,4,0.00259067357512953,0.00141463725164275,0.00210780950494769,0.5339,0,0.0302301851851852,42,35719537,0.36,0,0.0108828666666667,37.5777407384343,126.958989096357,37.5777407384343,126.958989096357,"종로구",-0.118245971177774,0.00259067357512953,0.208333799573048,0.679882856499212,0.31860229348483
"묵1동","중랑구",6.597014925,28.12437811,97,11,33628,6667,0.198257404543833,1300,0.0386582609729987,1244,0.0369929820387772,21,0.000624479600333056,1413,0.042018555965267,28023.3333333333,63613,3,0.000449977501124944,0.000537218609044997,0.000633243191338064,0.6044,0.00874111111111111,0.0123117777777778,15.4,4860242,1.2,0.0104893333333333,0.0147741333333333,37.6137358761831,127.082450353944,37.6137358761831,127.082450353944,"중랑구",0.192412358099186,0.000449977501124944,0.72312541362345,0.9443984322523,0.7748685825454
"묵2동","중랑구",6.589552239,28.12437811,97,11,18293,4074,0.222708139725578,1067,0.05832832230908,1131,0.0618269283332422,29,0.00158530585469852,899,0.0491444814956541,27302.9850746269,63613,3,0.000736377025036819,0.000537218609044997,0.000633243191338064,0.6044,0.0156557213930348,0.0220509452736318,15.4,4860242,0.67,0.0104893333333333,0.0147741333333333,37.6103720683138,127.074665689907,37.6103720683138,127.074665689907,"중랑구",0.210230625662248,0.000736377025036819,0.752652047400563,0.909009412819364,0.789215138649508
"문래동","영등포구",6.514925373,28.21890547,107,16,32125,5093,0.158536964980545,855,0.0266147859922179,263,0.00818677042801556,30,0.000933852140077821,917,0.0285447470817121,21560.4026845638,68995,5,0.00098173964264677,0.000537698808810807,0.000761296333266786,0.6374,0.0024520879940343,0.0184213646532438,35.2,44265877,1.49,0.00365361111111111,0.0274478333333333,37.5163805183165,126.891471871572,37.5163805183165,126.891471871572,"영등포구",0.115891588168162,0.00098173964264677,0.596322920502295,0.87869112763469,0.662352777781672
"문정1동","송파구",6.701492537,28.40547264,110,18,19937,3538,0.177458995836886,631,0.031649696544114,417,0.0209158850378693,10,0.000501579976927321,551,0.0276370567286954,35601.7857142857,100543,5,0.00141322781232335,0.000283848992336077,0.000490284623125952,0.6879,0.00458763227513227,0.0390334656084656,31.9,31834324,0.56,0.00256907407407407,0.0218587407407407,37.488173016884,127.126859248163,37.488173016884,127.126859248163,"송파구",0.218247375983371,0.00141322781232335,0.765936596528395,0.825374198146828,0.779835669627844
"문정2동","송파구",6.641791045,28.38059701,93,18,28997,4495,0.15501603614167,540,0.0186226161327034,97,0.00334517363865227,4,0.000137945304686692,512,0.0176569989998965,13180.4545454545,100543,1,0.000222469410456062,0.000283848992336077,0.000490284623125952,0.6879,0.00116776094276094,0.00993579124579124,31.9,31834324,2.2,0.00256907407407407,0.0218587407407407,37.4806935230858,127.119136555485,37.4806935230858,127.119136555485,"송파구",0.187433255959737,0.000222469410456062,0.714874548330849,0.972510518934081,0.775120942716846
"미성동","관악구",6.71641791,28.21641791,98,12,29654,6568,0.221487826262899,1446,0.0487623929318136,1417,0.0477844472921022,39,0.00131516827409456,1441,0.048593781614622,21488.4057971015,79068,3,0.000456760048721072,0.000441703372559332,0.000562914995726777,0.5316,0.000896739130434783,0.00179953886693017,17.7,6347562,1.38,0.0012375,0.00248336363636364,37.4759383292618,126.915426129193,37.4759383292618,126.915426129193,"관악구",0.239787143097657,0.000456760048721072,0.801630123577359,0.943560345284118,0.834819526797012
"미아동","강북구",6.619402985,28.21890547,107,8,21398,5027,0.234928497990466,1601,0.0748200766426769,1370,0.06402467520329,54,0.00252360033648004,1148,0.0536498738199832,23008.6021505376,57834,5,0.000994629003381739,0.000820676973370565,0.000820676973370565,0.4767,0.000864823348694316,0.00705806451612903,15.3,3462961,0.93,0.000804285714285714,0.006564,37.6286999447361,127.026292687995,37.6286999447361,127.026292687995,"강북구",0.187143653276864,0.000994629003381739,0.714394648007891,0.877098450973439,0.752441809895312
"반포1동","서초구",6.701492537,27.97014925,109,1,34217,4458,0.130286115088991,763,0.0222988572931584,470,0.0137358622906742,4,0.000116900955665313,607,0.0177397200222112,34217,60991,4,0.000897263346792284,0.000598528411550114,0.000786496011871638,0.4301,0.0110788235294118,0.0637807647058824,53.2,38335706,1,0.0110788235294118,0.0637807647058824,37.5055059137886,127.016630953192,37.5055059137886,127.016630953192,"서초구",-0.0917265752925457,0.000897263346792284,0.252279064595147,0.889129459496362,0.401202136036845
"반포2동","서초구",6.731343284,28.21641791,98,1,25429,3714,0.146053718195761,308,0.012112155413111,7,0.000275276259388887,5,0.000196625899563491,370,0.0145503165676983,18836.2962962963,60991,2,0.00053850296176629,0.000598528411550114,0.000786496011871638,0.4301,0.00820653594771242,0.0472450108932462,53.2,38335706,1.35,0.0110788235294118,0.0637807647058824,37.5063792223261,126.995695155907,37.5063792223261,126.995695155907,"서초구",-0.094848251382555,0.00053850296176629,0.247106138195077,0.933459764463487,0.407605198786684
"반포3동","서초구",6.731343284,28.21641791,98,1,23947,3540,0.147826450077254,461,0.0192508456174051,42,0.00175387313650979,6,0.000250553305215685,425,0.017747525786111,18708.59375,60991,4,0.00112994350282486,0.000598528411550114,0.000786496011871638,0.4301,0.00865533088235294,0.0498287224264706,53.2,38335706,1.28,0.0110788235294118,0.0637807647058824,37.5124082316877,127.00359224663,37.5124082316877,127.00359224663,"서초구",-0.093013423665579,0.00112994350282486,0.250146629412952,0.860378285433554,0.392845092400697
"반포4동","서초구",6.731343284,28.21641791,98,1,19322,3243,0.167839768139944,441,0.0228237242521478,119,0.00615878273470655,5,0.0002587723838112,339,0.0175447676223993,13511.8881118881,60991,2,0.000616712920135677,0.000598528411550114,0.000786496011871638,0.4301,0.00774742904154669,0.0446019333607569,53.2,38335706,1.43,0.0110788235294118,0.0637807647058824,37.4995808275013,127.003288700624,37.4995808275013,127.003288700624,"서초구",-0.0883272253340889,0.000616712920135677,0.25791212409144,0.923795733955409,0.413624412562282
"발산1동","강서구",6.634328358,28.21890547,107,12,35583,5716,0.160638507152292,1095,0.030773121996459,1700,0.0477756231908496,43,0.0012084422336509,1512,0.0424922013320968,12103.0612244898,111298,3,0.000524842547235829,0.000270571327169929,0.00055695526436927,0.4576,0,0.0173415306122449,19.4,18347568,2.94,0,0.0509841,37.5504472067645,126.825576342639,37.5504472067645,126.825576342639,"강서구",0.207137825803358,0.000524842547235829,0.74752697177488,0.935147716554599,0.791400788612363
"방배1동","서초구",6.731343284,28.21641791,98,1,16572,3266,0.197079411054791,561,0.0338522809558291,338,0.02039584841902,17,0.00102582669563119,485,0.0292662321988897,23674.2857142857,60991,3,0.000918554807103491,0.000598528411550114,0.000786496011871638,0.4301,0.0158268907563025,0.0911153781512605,53.2,38335706,0.7,0.0110788235294118,0.0637807647058824,37.4849125069863,126.996302799791,37.4849125069863,126.996302799791,"서초구",-0.070989524911286,0.000918554807103491,0.28664241052976,0.886498575574429,0.426914636529631
"방배2동","서초구",6.731343284,28.21641791,98,1,18081,3815,0.210994967092528,737,0.0407610198550965,484,0.0267684309496156,18,0.000995520159283225,608,0.0336264587135667,9368.39378238342,60991,4,0.00104849279161206,0.000598528411550114,0.000786496011871638,0.4301,0.00574032307223408,0.0330470283450168,53.2,38335706,1.93,0.0110788235294118,0.0637807647058824,37.4730146301789,126.988485810099,37.4730146301789,126.988485810099,"서초구",-0.0649545195463589,0.00104849279161206,0.296643012026087,0.87044276027124,0.430822124711408
"방배3동","서초구",6.52238806,28.07960199,71,1,15919,3197,0.200829197813933,353,0.022174759721088,107,0.00672152773415416,11,0.00069099817827753,347,0.0217978516238457,6632.91666666667,60991,3,0.00093837973099781,0.000598528411550114,0.000786496011871638,0.4301,0.00461617647058824,0.026575318627451,53.2,38335706,2.4,0.0110788235294118,0.0637807647058824,37.4743198740476,126.997899965084,37.4743198740476,126.997899965084,"서초구",-0.114286317080233,0.00093837973099781,0.214895338511015,0.884048904543662,0.37137228367363
"방배4동","서초구",6.552238806,28.07960199,71,1,23003,3861,0.167847672042777,665,0.0289092727035604,351,0.0152588792766161,8,0.000347780724253358,587,0.0255184106420902,23472.4489795918,60991,2,0.000518000518000518,0.000598528411550114,0.000786496011871638,0.4301,0.0113049219687875,0.0650824129651861,53.2,38335706,0.98,0.0110788235294118,0.0637807647058824,37.489818856043,126.990986904588,37.489818856043,126.990986904588,"서초구",-0.113130024174492,0.000518000518000518,0.216811430355862,0.935993153384458,0.384987114905393
"방배본동","서초구",6.634328358,28.04975124,69,1,20233,3406,0.168338852369891,549,0.0271338901794099,338,0.0167053822962487,11,0.000543666287747739,477,0.023575347205061,30198.5074626866,60991,2,0.000587199060481503,0.000598528411550114,0.000786496011871638,0.4301,0.0165355575065847,0.0951951712028095,53.2,38335706,0.67,0.0110788235294118,0.0637807647058824,37.4949488565554,126.987765621129,37.4949488565554,126.987765621129,"서초구",-0.102687877186926,0.000587199060481503,0.234115101930971,0.927442620439633,0.396244959112542
"방이1동","송파구",6.470149254,28.79850746,69,18,15188,2608,0.171714511456413,491,0.032328153805636,325,0.0213984724782723,5,0.000329207268896497,415,0.0273242033184093,30376,100543,1,0.000383435582822086,0.000283848992336077,0.000490284623125952,0.6879,0.00513814814814815,0.0437174814814815,31.9,31834324,0.5,0.00256907407407407,0.0218587407407407,37.5097718457493,127.122315009406,37.5097718457493,127.122315009406,"송파구",0.174084048881184,0.000383435582822086,0.692753590318052,0.952620698853027,0.753521720917554
"방이2동","송파구",6.71641791,28.10696517,62,18,26901,3969,0.147540983606557,1229,0.0456860339764321,906,0.0336790453886473,13,0.000483253410653879,770,0.0286234712464221,33626.25,100543,4,0.00100781053162006,0.000283848992336077,0.000490284623125952,0.6879,0.00321134259259259,0.0273234259259259,31.9,31834324,0.8,0.00256907407407407,0.0218587407407407,37.5132546473961,127.113826312565,37.5132546473961,127.113826312565,"송파구",0.205004641802973,0.00100781053162006,0.743992074651147,0.875469672571121,0.77473720390722
"방학1동","도봉구",6.611940299,28.6641791,115,16,27634,6670,0.241369327639864,1666,0.0602880509517261,1907,0.0690091915755953,86,0.00311210827241804,1465,0.0530144025475863,40049.2753623188,84332,4,0.000599700149925037,0.000705820452110082,0.000750736299062542,0.4761,0.00479296066252588,0.0117571428571429,17.3,3490683,0.69,0.00330714285714286,0.00811242857142857,37.6650330671214,127.043517033512,37.6650330671214,127.043517033512,"도봉구",0.30050371744569,0.000599700149925037,0.902243499632598,0.925897920604915,0.907774922793478
"방학2동","도봉구",6.731343284,28.6641791,115,16,18375,4944,0.269061224489796,1548,0.0842448979591837,2663,0.144925170068027,112,0.0060952380952381,1259,0.0685170068027211,24831.0810810811,84332,7,0.00141585760517799,0.000705820452110082,0.000750736299062542,0.4761,0.00446911196911197,0.0109627413127413,17.3,3490683,0.74,0.00330714285714286,0.00811242857142857,37.6691450570186,127.032260237949,37.6691450570186,127.032260237949,"도봉구",0.359496269482729,0.00141585760517799,1,0.82504924722105,0.959088973386097
"방학3동","도봉구",6.731343284,28.6641791,115,16,25954,6016,0.231794713724281,998,0.0384526469908299,441,0.016991600524004,77,0.00296678739308006,1044,0.0402250134853972,9906.10687022901,84332,3,0.000498670212765957,0.000705820452110082,0.000750736299062542,0.4761,0.00126226826608506,0.003096346782988,17.3,3490683,2.62,0.00330714285714286,0.00811242857142857,37.6627961151041,127.023469580007,37.6627961151041,127.023469580007,"도봉구",0.288830038059204,0.000498670212765957,0.882899056921975,0.938381706753006,0.895873291829756
"방화1동","강서구",6.71641791,28.10696517,62,12,41762,7664,0.183516115128586,1368,0.0327570518653321,1356,0.0324697093051099,29,0.000694411187203678,1788,0.0428140414731095,28217.5675675676,111298,6,0.000782881002087683,0.000270571327169929,0.00055695526436927,0.4576,0,0.0344487162162162,19.4,18347568,1.48,0,0.0509841,37.568642725813,126.817550725592,37.568642725813,126.817550725592,"강서구",0.205858326102181,0.000782881002087683,0.745406714069642,0.903263138785513,0.782320349993726
"방화2동","강서구",6.597014925,28.12437811,97,12,22803,5469,0.239836863570583,1667,0.0731044160856028,1728,0.0757795026970136,41,0.00179800903389905,1600,0.0701662062009385,3557.41029641186,111298,7,0.0012799414883891,0.000270571327169929,0.00055695526436927,0.4576,0,0.00795383775351014,19.4,18347568,6.41,0,0.0509841,37.5838028681156,126.804506165071,37.5838028681156,126.804506165071,"강서구",0.233801111026417,0.0012799414883891,0.791710675678172,0.841843751739051,0.803433949664623
"방화3동","강서구",6.604477612,28.12437811,97,12,21868,5952,0.272178525699652,1992,0.0910920065849643,2353,0.107600146332541,36,0.0016462410828608,1930,0.0882568136089263,8575.6862745098,111298,8,0.00134408602150538,0.000270571327169929,0.00055695526436927,0.4576,0,0.0199937647058824,19.4,18347568,2.55,0,0.0509841,37.5815844044039,126.815533848421,37.5815844044039,126.815533848421,"강서구",0.253497065903729,0.00134408602150538,0.824348823269946,0.833917718560074,0.826586443421114
"보광동","용산구",6.597014925,28.12437811,97,4,8361,1783,0.213252003348882,791,0.0946059083841646,1106,0.132280827652195,15,0.0017940437746681,517,0.0618347087668939,11776.0563380282,48949,7,0.00392596747055524,0.000900983306654471,0.00115252686942602,0.6114,0.00302816901408451,0.013531073943662,39.4,13294640,0.71,0.00215,0.0096070625,37.525870867388,127.00126266707,37.525870867388,127.00126266707,"용산구",0.0255740870099963,0.00392596747055524,0.446657877538776,0.514886976029652,0.462612781532414
"보라매동","관악구",6.529850746,28.07960199,14,12,23978,5034,0.209942447243306,1254,0.05229793977813,1141,0.0475852865126366,19,0.000792393026941363,1116,0.0465426641087664,31550,79068,0,0,0.000441703372559332,0.000562914995726777,0.5316,0.00162828947368421,0.00326758373205742,17.7,6347562,0.76,0.0012375,0.00248336363636364,37.4903578257577,126.932594621702,37.4903578257577,126.932594621702,"관악구",0.187573271452851,0,0.715106567867746,1,0.781726931592704
"보문동","성북구",6.626865672,28.48258706,64,3,16559,2765,0.166978682287578,773,0.0466815628963102,527,0.0318255933329307,32,0.00193248384564285,616,0.0372003140286249,29569.6428571429,70609,8,0.00289330922242315,0.00039730760205113,0.000576212194787603,0.7417,0.00207064732142857,0.0251782366071429,18.7,6371894,0.56,0.0011595625,0.0140998125,37.5826031824556,127.019218964808,37.5826031824556,127.019218964808,"성북구",0.081710989115468,0.00289330922242315,0.539682283193456,0.642487616951018,0.563722601274973
"부암동","종로구",6.619402985,28.21890547,107,2,9321,1965,0.210814290312198,458,0.0491363587597897,150,0.0160926939169617,12,0.00128741551335694,314,0.0336873725995065,4106.16740088106,32325,3,0.00152671755725191,0.00141463725164275,0.00210780950494769,0.5339,0,0.00479421439060206,42,35719537,2.27,0,0.0108828666666667,37.5966984807138,126.962556824355,37.5966984807138,126.962556824355,"종로구",-0.12079751507271,0.00152671755725191,0.204105638676633,0.811350813143047,0.346105733555612
